threads,execution_time,iterations,speedup,efficiency
1,13.049623966217041,118,1.0,100.0
2,13.115206003189087,118,0.9949995419853795,49.749977099268975
4,13.046785831451416,118,1.0002175351693736,25.00543837923434
8,13.059351921081543,118,0.9992550966599806,12.490688708249758
