# Convergence History Data
# Solver: jacobi
# Generated: 2025-09-05 14:16:37
Iteration,Residual
951,1.78666048301094E-05
952,1.77257659019850E-05
953,1.75860371794014E-05
954,1.74474099108269E-05
955,1.73098754137163E-05
956,1.71734250739672E-05
957,1.70380503453809E-05
958,1.69037427491258E-05
959,1.67704938732084E-05
960,1.66382953719446E-05
961,1.65071389654377E-05
962,1.63770164390599E-05
963,1.62479196429378E-05
964,1.61198404914417E-05
965,1.59927709626792E-05
966,1.58667030979936E-05
967,1.57416290014638E-05
968,1.56175408394110E-05
969,1.54944308399079E-05
970,1.53722912922921E-05
971,1.52511145466818E-05
972,1.51308930134990E-05
973,1.50116191629917E-05
974,1.48932855247643E-05
975,1.47758846873081E-05
976,1.46594092975389E-05
977,1.45438520603342E-05
978,1.44292057380784E-05
979,1.43154631502084E-05
980,1.42026171727638E-05
981,1.40906607379411E-05
982,1.39795868336511E-05
983,1.38693885030792E-05
984,1.37600588442505E-05
985,1.36515910095961E-05
986,1.35439782055265E-05
987,1.34372136920032E-05
988,1.33312907821193E-05
989,1.32262028416789E-05
990,1.31219432887823E-05
991,1.30185055934135E-05
992,1.29158832770315E-05
993,1.28140699121641E-05
994,1.27130591220059E-05
995,1.26128445800189E-05
996,1.25134200095350E-05
997,1.24147791833644E-05
998,1.23169159234052E-05
999,1.22198241002561E-05
1000,1.21234976328323E-05
1001,1.20279304879858E-05
1002,1.19331166801257E-05
1003,1.18390502708451E-05
1004,1.17457253685482E-05
1005,1.16531361280814E-05
1006,1.15612767503673E-05
1007,1.14701414820417E-05
1008,1.13797246150925E-05
1009,1.12900204865035E-05
1010,1.12010234778982E-05
1011,1.11127280151891E-05
1012,1.10251285682283E-05
1013,1.09382196504602E-05
1014,1.08519958185794E-05
1015,1.07664516721888E-05
1016,1.06815818534616E-05
1017,1.05973810468050E-05
1018,1.05138439785295E-05
1019,1.04309654165154E-05
1020,1.03487401698877E-05
1021,1.02671630886898E-05
1022,1.01862290635613E-05
1023,1.01059330254179E-05
1024,1.00262699451338E-05
1025,9.94723483322655E-06
1026,9.86882273954530E-06
1027,9.79102875295996E-06
1028,9.71384800105418E-06
1029,9.63727564981944E-06
1030,9.56130690335321E-06
1031,9.48593700355795E-06
1032,9.41116122984313E-06
1033,9.33697489882999E-06
1034,9.26337336405763E-06
1035,9.19035201569261E-06
1036,9.11790628023934E-06
1037,9.04603162025520E-06
1038,8.97472353406407E-06
1039,8.90397755547652E-06
1040,8.83378925350900E-06
1041,8.76415423210683E-06
1042,8.69506812986766E-06
1043,8.62652661977025E-06
1044,8.55852540890184E-06
1045,8.49106023818979E-06
1046,8.42412688213529E-06
1047,8.35772114854819E-06
1048,8.29183887828418E-06
1049,8.22647594498521E-06
1050,8.16162825482021E-06
1051,8.09729174622893E-06
1052,8.03346238966755E-06
