# Convergence History Data
# Solver: pbicgstab
# Smoother: gs
# Generated: 2025-08-23 14:02:07
Iteration,Residual
115,1.29113119679955E-01
116,1.28753551159691E-01
117,1.28733966185155E-01
118,1.28707473136867E-01
119,1.30337127225683E-01
120,1.28286883615106E-01
121,1.27780499304194E-01
122,1.27658346855189E-01
123,1.27658877387424E-01
124,1.27057697845305E-01
125,1.25989094256291E-01
126,1.76576384759396E-01
127,1.25198895544521E-01
128,1.25113732202799E-01
129,1.25078750189078E-01
130,1.24904160216307E-01
131,1.24178591533752E-01
132,1.23229525598425E-01
133,1.22522701594772E-01
134,1.21769101127018E-01
135,1.21655298360708E-01
136,1.21749547724864E-01
137,1.21087389840568E-01
138,1.19211186412399E-01
139,1.19082663862076E-01
140,1.17458288486760E-01
141,1.17402708895251E-01
142,1.16439309935076E-01
143,1.15529791002537E-01
144,1.14868050552843E-01
145,1.15083856933093E-01
146,1.13840592236779E-01
147,1.12880581090872E-01
148,1.06931669897477E-01
149,1.09078956595163E-01
150,1.07782439320761E-01
151,9.92462115578808E-02
152,1.05989239550034E-01
153,1.04535861090726E-01
154,1.05196553826138E-01
155,1.01931435825316E-01
156,1.00362928499991E-01
157,9.87201250928365E-02
158,9.88485007004987E-02
159,9.56603239691653E-02
160,9.53141503859811E-02
161,9.51349074778593E-02
162,9.23864115057437E-02
163,9.13098852120634E-02
164,9.06668797513915E-02
165,9.21663642295669E-02
166,8.93963575495568E-02
167,8.87390488673860E-02
168,9.23327365666402E-02
169,8.62057760388343E-02
170,9.64917900954169E-02
171,8.67202771468571E-02
172,8.63939521893096E-02
173,8.59032518693467E-02
174,8.48810405020559E-02
175,8.43936008809639E-02
176,8.43841165298521E-02
177,8.14640391331032E-02
178,8.10888090215570E-02
179,6.80761593620683E-02
180,6.54048349424970E-02
181,5.71774285367143E-02
182,5.68894341279741E-02
183,5.68590256804204E-02
184,5.71771978083113E-02
185,5.60029152689539E-02
186,5.33587652601708E-02
187,5.15796058800253E-02
188,5.48978767742659E-02
189,3.87490702339180E-02
